Rk,Team,Date,Season,Pts,PtsO,Rate,TO,Y/P,DY/P,ToP,Rate,Day,G#,Week,Away,Opp,Result,Pts,PtsO,PtDif,PC,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Opp_Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Rush,Pass,Tot,TO
466,BUF,2023-12-17,2023,31,10,89.3,1,5.40,3.42,35:05,54.3,Sun,14,15,,DAL,W 31-10,31,10,21,41,7,15,8,46.7,85,1,0,6.7,0.0,89.3,1,9,6.25,5.7,5.31,7.00,6.56,12.1,351,65,5.40,57,3.42,0,35:05,2:43,21,34,61.8,106,0,3,28,1,54.3,177,-21,156,1
467,CAR,2023-12-17,2023,9,7,93.6,2,4.49,4.00,33:56,79.6,Sun,14,15,,ATL,W 9-7,9,7,2,16,18,24,6,75.0,154,0,0,0.0,0.0,93.6,3,13,11.11,6.4,5.70,6.42,5.70,8.6,283,63,4.49,51,4.00,0,33:56,2:45,12,20,60.0,152,1,0,0,1,79.6,77,2,79,2
468,CHI,2023-12-17,2023,17,20,46.5,0,3.37,5.63,29:00,75.0,Sun,14,15,@,CLE,L 17-20,17,20,-3,37,19,40,21,47.5,148,1,2,2.5,5.0,46.5,3,18,6.98,3.7,3.44,1.95,1.81,7.8,236,70,3.37,67,5.63,3,29:00,3:21,29,45,64.4,348,2,4,31,3,75.0,59,-200,-141,0
469,CLE,2023-12-17,2023,20,17,77.9,0,5.63,3.37,31:00,44.6,Sun,14,15,,CHI,W 20-17,20,17,3,37,29,45,16,64.4,348,2,3,4.4,6.7,77.9,4,31,8.16,7.7,7.10,5.62,5.16,12.0,377,67,5.63,70,3.37,3,31:00,3:21,19,40,47.5,148,1,3,18,2,44.6,-59,200,141,0
470,ARI,2023-12-17,2023,29,45,67.4,-2,6.06,7.52,34:11,134.2,Sun,14,15,,SFO,L 29-45,29,45,-16,74,26,39,13,66.7,202,1,2,2.6,5.1,67.4,3,9,7.14,5.2,4.81,3.38,3.14,7.8,436,72,6.06,54,7.52,2,34:11,3:05,18,28,64.3,262,4,0,0,0,134.2,90,-60,30,-2
471,DAL,2023-12-17,2023,10,31,57.7,-1,3.42,5.40,24:55,86.8,Sun,14,15,@,BUF,L 10-31,10,31,-21,41,21,34,13,61.8,106,0,1,0.0,2.9,57.7,3,28,8.11,3.1,2.86,1.79,1.65,5.0,195,57,3.42,65,5.40,1,24:55,2:43,7,15,46.7,85,1,1,9,0,86.8,-177,21,-156,-1
472,GNB,2023-12-17,2023,20,34,111.5,0,5.53,7.53,30:53,158.3,Sun,14,15,,TAM,L 20-34,20,34,-14,54,29,39,10,74.4,261,2,0,5.1,0.0,111.5,2,23,4.88,6.7,6.37,7.72,7.34,9.0,321,58,5.53,60,7.53,1,30:53,2:48,22,28,78.6,353,4,5,28,0,158.3,-39,-92,-131,0
473,HOU,2023-12-17,2023,19,16,79.5,0,4.72,3.24,36:32,62.7,Sun,14,15,@,TEN,W 19-16 (OT),19,16,3,35,23,36,13,63.9,192,1,1,2.8,2.8,79.5,4,37,10.00,5.3,4.80,4.64,4.18,8.3,340,72,4.72,63,3.24,1,36:32,3:23,17,26,65.4,138,0,7,61,1,62.7,82,54,136,0
474,JAX,2023-12-17,2023,7,23,83.9,-1,5.46,5.74,25:41,72.4,Sun,14,15,,BAL,L 7-23,7,23,-16,30,25,43,18,58.1,258,1,0,2.3,0.0,83.9,1,6,2.27,6.0,5.86,6.47,6.32,10.3,333,61,5.46,69,5.74,2,25:41,3:03,14,24,58.3,145,1,3,26,1,72.4,-176,113,-63,-1
475,KAN,2023-12-17,2023,27,17,101.8,-1,5.34,4.04,31:14,81.9,Sun,14,15,@,NWE,W 27-17,27,17,10,44,28,38,10,73.7,283,3,2,7.9,5.3,101.8,3,26,7.32,7.4,6.90,6.66,6.17,10.1,326,61,5.34,51,4.04,2,31:14,2:53,23,31,74.2,154,1,4,26,1,81.9,-9,129,120,-1
476,MIA,2023-12-17,2023,30,0,116.0,4,5.09,1.87,36:21,32.6,Sun,14,15,,NYJ,W 30-0,30,0,30,30,23,26,3,88.5,213,1,0,3.8,0.0,116.0,3,15,10.34,8.2,7.34,8.96,8.03,9.3,290,57,5.09,55,1.87,0,36:21,2:56,18,37,48.6,80,0,6,56,2,32.6,54,133,187,4
477,NOR,2023-12-17,2023,24,6,132.5,0,5.10,3.16,33:27,64.9,Sun,14,15,,NYG,W 24-6,24,6,18,30,23,29,6,79.3,209,3,0,10.3,0.0,132.5,1,9,3.33,7.2,6.97,9.28,8.97,9.1,296,58,5.10,61,3.16,0,33:27,2:51,22,38,57.9,133,0,7,57,0,64.9,27,76,103,0
478,NWE,2023-12-17,2023,17,27,85.4,1,4.04,5.34,28:46,98.9,Sun,14,15,,KAN,L 17-27,17,27,-10,44,23,31,8,74.2,154,1,1,3.2,3.2,85.4,4,26,11.43,5.0,4.40,4.16,3.69,6.7,206,51,4.04,61,5.34,1,28:46,2:53,28,38,73.7,283,3,3,26,2,98.9,9,-129,-120,1
479,NYG,2023-12-17,2023,6,24,71.2,0,3.16,5.10,26:33,131.2,Sun,14,15,@,NOR,L 6-24,6,24,-18,30,22,38,16,57.9,133,0,0,0.0,0.0,71.2,7,57,15.56,3.5,2.96,3.50,2.96,6.0,193,61,3.16,58,5.10,0,26:33,2:51,23,29,79.3,209,3,1,9,0,131.2,-27,-76,-103,0
480,NYJ,2023-12-17,2023,0,30,35.4,-4,1.87,5.09,23:39,113.6,Sun,14,15,@,MIA,L 0-30,0,30,-30,30,18,37,19,48.6,80,0,2,0.0,5.4,35.4,6,56,13.95,2.2,1.86,-0.27,-0.23,4.4,103,55,1.87,57,5.09,4,23:39,2:56,23,26,88.5,213,1,3,15,0,113.6,-54,-133,-187,-4
481,TEN,2023-12-17,2023,16,19,72.4,0,3.24,4.72,33:28,75.2,Sun,14,15,,HOU,L 16-19 (OT),16,19,-3,35,17,26,9,65.4,138,0,1,0.0,3.8,72.4,7,61,21.21,5.3,4.18,3.58,2.82,8.1,204,63,3.24,72,4.72,1,33:28,3:23,23,36,63.9,192,1,4,37,1,75.2,-82,-54,-136,0
482,LAR,2023-12-17,2023,28,20,118.0,-1,6.10,5.12,35:53,87.5,Sun,14,15,,WAS,W 28-20,28,20,8,48,25,33,8,75.8,249,2,0,6.1,0.0,118.0,3,9,8.33,7.5,6.92,8.76,8.03,10.0,445,73,6.10,58,5.12,2,35:53,3:08,19,36,52.8,218,3,1,8,1,87.5,117,31,148,-1
483,BAL,2023-12-17,2023,23,7,76.9,1,5.74,5.46,34:19,83.3,Sun,14,15,@,JAX,W 23-7,23,7,16,30,14,24,10,58.3,145,1,1,4.2,4.2,76.9,3,26,11.11,6.0,5.37,5.00,4.44,10.4,396,69,5.74,61,5.46,1,34:19,3:03,25,43,58.1,258,1,1,6,0,83.3,176,-113,63,1
484,SFO,2023-12-17,2023,45,29,134.2,2,7.52,6.06,25:49,66.4,Sun,14,15,@,ARI,W 45-29,45,29,16,74,18,28,10,64.3,262,4,0,14.3,0.0,134.2,0,0,0.00,9.4,9.36,12.21,12.21,14.6,406,54,7.52,72,6.06,0,25:49,3:05,26,39,66.7,202,1,3,9,2,66.4,-90,60,-30,2
485,TAM,2023-12-17,2023,34,20,158.3,0,7.53,5.53,29:07,109.0,Sun,14,15,@,GNB,W 34-20,34,20,14,54,22,28,6,78.6,353,4,0,14.3,0.0,158.3,5,28,15.15,12.6,10.70,15.46,13.12,16.0,452,60,7.53,58,5.53,1,29:07,2:48,29,39,74.4,261,2,2,23,0,109.0,39,92,131,0
486,WAS,2023-12-17,2023,20,28,88.4,1,5.12,6.10,24:07,116.9,Sun,14,15,@,LAR,L 20-28,20,28,-8,48,19,36,17,52.8,218,3,1,8.3,2.8,88.4,1,8,2.70,6.1,5.89,6.47,6.30,11.5,297,58,5.12,73,6.10,1,24:07,3:08,25,33,75.8,249,2,3,9,0,116.9,-117,-31,-148,1
487,CIN,2023-12-16,2023,27,24,97.7,1,5.48,6.33,33:08,95.3,Sat,14,15,,MIN,W 27-24 (OT),27,24,3,51,29,42,13,69.0,298,2,1,4.8,2.4,97.7,5,26,10.64,7.1,6.34,6.98,6.23,10.3,378,69,5.48,67,6.33,1,33:08,3:19,26,34,76.5,281,2,3,22,2,95.3,-63,17,-46,1
488,IND,2023-12-16,2023,30,13,123.4,3,5.72,4.00,33:20,63.3,Sat,14,15,,PIT,W 30-13,30,13,17,43,18,28,10,64.3,202,3,0,10.7,0.0,123.4,3,13,9.68,7.2,6.52,9.36,8.45,11.2,372,65,5.72,54,4.00,0,33:20,2:58,18,26,69.2,142,1,4,30,2,63.3,96,60,156,3
489,DEN,2023-12-16,2023,17,42,88.4,-1,4.63,7.00,28:42,132.7,Sat,14,15,@,DET,L 17-42,17,42,-25,59,18,32,14,56.3,204,1,0,3.1,0.0,88.4,2,19,5.88,6.4,6.00,7.00,6.59,11.3,287,62,4.63,64,7.00,1,28:42,3:03,24,34,70.6,263,5,2,15,0,132.7,-102,-59,-161,-1
490,DET,2023-12-16,2023,42,17,134.6,1,7.00,4.63,31:18,85.9,Sat,14,15,,DEN,W 42-17,42,17,25,59,24,34,10,70.6,263,5,0,14.7,0.0,134.6,2,15,5.56,7.7,7.31,10.68,10.08,11.0,448,64,7.00,62,4.63,0,31:18,3:03,18,32,56.3,204,1,2,19,0,85.9,102,59,161,1
491,MIN,2023-12-16,2023,24,27,98.0,-1,6.33,5.48,33:41,95.1,Sat,14,15,@,CIN,L 24-27 (OT),24,27,-3,51,26,34,8,76.5,281,2,2,5.9,5.9,98.0,3,22,8.11,8.3,7.59,6.79,6.24,10.8,424,67,6.33,69,5.48,2,33:41,3:19,29,42,69.0,298,2,5,26,1,95.1,63,-17,46,-1
492,PIT,2023-12-16,2023,13,30,68.1,-3,4.00,5.72,26:40,121.4,Sat,14,15,@,IND,L 13-30,13,30,-17,43,18,26,8,69.2,142,1,2,3.8,7.7,68.1,4,30,13.33,5.5,4.73,2.77,2.40,7.9,216,54,4.00,65,5.72,3,26:40,2:58,18,28,64.3,202,3,3,13,0,121.4,-96,-60,-156,-3
493,LVR,2023-12-14,2023,63,21,122.7,5,6.00,5.17,29:51,110.7,Thu,14,15,,LAC,W 63-21,63,21,42,84,22,36,14,61.1,254,5,0,13.9,0.0,122.7,1,6,2.70,7.1,6.86,9.83,9.57,11.5,378,63,6.00,63,5.17,0,29:51,3:13,23,32,71.9,234,3,3,23,1,110.7,32,20,52,5
494,LAC,2023-12-14,2023,21,63,113.7,-5,5.17,6.00,30:09,122.0,Thu,14,15,@,LVR,L 21-63,21,63,-42,84,23,32,9,71.9,234,3,1,9.4,3.1,113.7,3,23,8.57,7.3,6.69,7.78,7.11,10.2,326,63,5.17,63,6.00,5,30:09,3:13,22,36,61.1,254,5,1,6,0,122.0,-32,-20,-52,-5
495,GNB,2023-12-11,2023,22,24,76.7,-1,4.94,6.67,31:06,113.9,Mon,13,14,@,NYG,L 22-24,22,24,-2,46,25,39,14,64.1,203,1,1,2.6,2.6,76.7,2,15,4.88,5.2,4.95,4.56,4.34,8.1,326,66,4.94,55,6.67,3,31:06,3:07,17,21,81.0,158,1,0,0,0,113.9,-86,45,-41,-1
496,MIA,2023-12-11,2023,27,28,90.5,2,5.30,5.93,32:24,85.4,Mon,13,14,,TEN,L 27-28,27,28,-1,55,23,33,10,69.7,208,0,0,0.0,0.0,90.5,5,32,13.16,6.3,5.47,6.30,5.47,9.0,366,69,5.30,68,5.93,1,32:24,3:28,23,38,60.5,320,1,1,7,1,85.4,75,-112,-37,2
497,NYG,2023-12-11,2023,24,22,113.9,1,6.67,4.94,28:54,75.1,Mon,13,14,,GNB,W 24-22,24,22,2,46,17,21,4,81.0,158,1,0,4.8,0.0,113.9,0,0,0.00,7.5,7.52,8.48,8.48,9.3,367,55,6.67,66,4.94,2,28:54,3:07,25,39,64.1,203,1,2,15,1,75.1,86,-45,41,1
498,TEN,2023-12-11,2023,28,27,86.2,-2,5.93,5.30,27:36,86.4,Mon,13,14,@,MIA,W 28-27,28,27,1,55,23,38,15,60.5,320,1,1,2.6,2.6,86.2,1,7,2.56,8.4,8.21,7.76,7.56,13.9,403,68,5.93,69,5.30,3,27:36,3:28,23,33,69.7,208,0,5,32,0,86.4,-75,112,37,-2
499,ATL,2023-12-10,2023,25,29,90.3,-1,6.29,4.33,28:20,85.7,Sun,13,14,,TAM,L 25-29,25,29,-4,54,26,40,14,65.0,338,1,1,2.5,2.5,90.3,3,9,6.98,8.5,7.86,7.83,7.28,13.0,434,69,6.29,67,4.33,1,28:20,3:02,14,29,48.3,142,2,1,2,0,85.7,-52,196,144,-1
500,BUF,2023-12-10,2023,20,17,68.8,1,4.48,5.58,35:21,74.2,Sun,13,14,@,KAN,W 20-17,20,17,3,37,23,42,19,54.8,209,1,1,2.4,2.4,68.8,3,24,6.67,5.0,4.64,4.38,4.09,9.1,327,73,4.48,62,5.58,1,35:21,3:16,25,43,58.1,264,1,1,7,1,74.2,36,-55,-19,1
501,CAR,2023-12-10,2023,6,28,48.0,-1,3.84,3.98,34:50,87.0,Sun,13,14,@,NOR,L 6-28,6,28,-22,34,13,36,23,36.1,99,0,0,0.0,0.0,48.0,4,38,10.00,2.8,2.48,2.75,2.48,7.6,303,79,3.84,52,3.98,2,34:50,2:57,18,26,69.2,110,2,1,9,1,87.0,107,-11,96,-1
502,CHI,2023-12-10,2023,28,13,88.3,3,5.09,4.24,33:19,50.5,Sun,13,14,,DET,W 28-13,28,13,15,41,19,33,14,57.6,194,1,0,3.0,0.0,88.3,3,29,8.33,5.9,5.39,6.48,5.94,10.2,336,66,5.09,63,4.24,0,33:19,3:04,20,35,57.1,127,1,4,34,2,50.5,2,67,69,3
503,CIN,2023-12-10,2023,34,14,121.1,1,6.75,4.53,31:52,79.6,Sun,13,14,,IND,W 34-14,34,14,20,48,19,25,6,76.0,274,2,1,8.0,4.0,121.1,0,0,0.00,11.0,10.96,10.76,10.76,14.4,385,57,6.75,60,4.53,1,31:52,2:55,26,39,66.7,226,1,3,14,1,79.6,65,48,113,1
504,CLE,2023-12-10,2023,31,27,92.0,1,5.26,3.96,31:49,63.3,Sun,13,14,,JAX,W 31-27,31,27,4,58,26,45,19,57.8,307,3,1,6.7,2.2,92.0,1,4,2.17,6.8,6.67,7.16,7.00,11.8,389,74,5.26,74,3.96,3,31:49,3:43,28,50,56.0,235,3,4,22,3,63.3,24,72,96,1
505,IND,2023-12-10,2023,14,34,81.1,-1,4.53,6.75,28:08,121.1,Sun,13,14,@,CIN,L 14-34,14,34,-20,48,26,39,13,66.7,226,1,1,2.6,2.6,81.1,3,14,7.14,5.8,5.38,5.15,4.79,8.7,272,60,4.53,57,6.75,2,28:08,2:55,19,25,76.0,274,2,0,0,1,121.1,-65,-48,-113,-1
506,DAL,2023-12-10,2023,33,13,99.4,2,5.32,6.23,36:36,91.1,Sun,13,14,,PHI,W 33-13,33,13,20,46,24,39,15,61.5,256,2,0,5.1,0.0,99.4,3,15,7.14,6.6,6.10,7.59,7.05,10.7,394,74,5.32,52,6.23,1,36:36,3:08,19,28,67.9,218,0,1,7,0,91.1,32,38,70,2
507,DEN,2023-12-10,2023,24,7,91.0,1,4.88,4.22,33:29,56.3,Sun,13,14,@,LAC,W 24-7,24,7,17,31,21,33,12,63.6,216,2,1,6.1,3.0,91.0,2,8,5.71,6.5,6.17,6.39,6.03,10.3,322,66,4.88,67,4.22,1,33:29,3:00,22,42,52.4,207,0,6,68,1,56.3,30,9,39,1
508,DET,2023-12-10,2023,13,28,54.6,-3,4.24,5.09,26:41,84.7,Sun,13,14,@,CHI,L 13-28,13,28,-15,41,20,35,15,57.1,127,1,2,2.9,5.7,54.6,4,34,10.26,3.6,3.26,1.63,1.46,6.4,267,63,4.24,66,5.09,3,26:41,3:04,19,33,57.6,194,1,3,29,0,84.7,-2,-67,-69,-3
509,HOU,2023-12-10,2023,6,30,49.0,1,2.60,5.26,22:55,114.1,Sun,13,14,@,NYJ,L 6-30,6,30,-24,36,11,28,17,39.3,54,0,0,0.0,0.0,49.0,5,41,15.15,1.9,1.64,1.93,1.64,4.9,135,52,2.60,66,5.26,0,22:55,2:57,27,36,75.0,268,2,4,33,0,114.1,2,-214,-212,1
510,JAX,2023-12-10,2023,27,31,65.2,-1,3.96,5.26,28:11,91.6,Sun,13,14,@,CLE,L 27-31,27,31,-4,58,28,50,22,56.0,235,3,3,6.0,6.0,65.2,4,22,7.41,4.7,4.35,3.20,2.96,8.4,293,74,3.96,74,5.26,4,28:11,3:43,26,45,57.8,307,3,1,4,1,91.6,-24,-72,-96,-1
511,KAN,2023-12-10,2023,17,20,74.9,-1,5.58,4.48,24:39,66.5,Sun,13,14,,BUF,L 17-20,17,20,-3,37,25,43,18,58.1,264,1,1,2.3,2.3,74.9,1,7,2.27,6.1,6.00,5.56,5.43,10.6,346,62,5.58,73,4.48,2,24:39,3:16,23,42,54.8,209,1,3,24,1,66.5,-36,55,19,-1
512,MIN,2023-12-10,2023,3,0,63.0,3,3.25,3.81,32:11,62.8,Sun,13,14,@,LVR,W 3-0,3,0,3,3,19,36,17,52.8,99,0,0,0.0,0.0,63.0,5,47,12.20,2.8,2.41,2.75,2.41,5.2,231,71,3.25,53,3.81,0,32:11,3:07,21,32,65.6,146,0,4,25,1,62.8,76,-47,29,3
513,NOR,2023-12-10,2023,28,6,88.5,1,3.98,3.84,25:10,44.7,Sun,13,14,,CAR,W 28-6,28,6,22,34,18,26,8,69.2,110,2,1,7.7,3.8,88.5,1,9,3.70,4.2,4.07,4.04,3.89,6.1,207,52,3.98,79,3.84,1,25:10,2:57,13,36,36.1,99,0,4,38,0,44.7,-107,11,-96,1
514,NYJ,2023-12-10,2023,30,6,117.9,-1,5.26,2.60,37:05,47.3,Sun,13,14,,HOU,W 30-6,30,6,24,36,27,36,9,75.0,268,2,0,5.6,0.0,117.9,4,33,10.00,7.4,6.70,8.56,7.70,9.9,347,66,5.26,52,2.60,1,37:05,2:57,11,28,39.3,54,0,5,41,0,47.3,-2,214,212,-1
515,PHI,2023-12-10,2023,13,33,92.1,-2,6.23,5.32,23:24,97.8,Sun,13,14,@,DAL,L 13-33,13,33,-20,46,19,28,9,67.9,218,0,0,0.0,0.0,92.1,1,7,3.45,7.8,7.52,7.79,7.52,11.5,324,52,6.23,74,5.32,3,23:24,3:08,24,39,61.5,256,2,3,15,0,97.8,-32,-38,-70,-2
516,LVR,2023-12-10,2023,0,3,66.0,-3,3.81,3.25,27:49,58.6,Sun,13,14,,MIN,L 0-3,0,3,-3,3,21,32,11,65.6,146,0,1,0.0,3.1,66.0,4,25,11.11,4.6,4.06,3.16,2.81,7.0,202,53,3.81,71,3.25,3,27:49,3:07,19,36,52.8,99,0,5,47,0,58.6,-76,47,-29,-3
517,LAR,2023-12-10,2023,31,37,103.1,1,5.62,6.32,34:35,92.2,Sun,13,14,@,BAL,L 31-37 (OT),31,37,-6,68,23,41,18,56.1,282,3,0,7.3,0.0,103.1,2,12,4.65,6.9,6.56,8.34,7.95,12.3,410,73,5.62,71,6.32,0,34:35,3:37,24,43,55.8,310,3,2,6,1,92.2,-11,-28,-39,1
518,BAL,2023-12-10,2023,37,31,92.8,-1,6.32,5.62,27:43,101.9,Sun,13,14,,LAR,W 37-31 (OT),37,31,6,68,24,43,19,55.8,310,3,1,7.0,2.3,92.8,2,6,4.44,7.2,6.89,7.56,7.22,12.9,449,71,6.32,73,5.62,1,27:43,3:37,23,41,56.1,282,3,2,12,0,101.9,11,28,39,-1
519,LAC,2023-12-10,2023,7,24,63.1,-1,4.22,4.88,26:31,90.0,Sun,13,14,,DEN,L 7-24,7,24,-17,31,22,42,20,52.4,207,0,1,0.0,2.4,63.1,6,68,12.50,4.9,4.31,3.86,3.38,9.4,283,67,4.22,66,4.88,2,26:31,3:00,21,33,63.6,216,2,2,8,1,90.0,-30,-9,-39,-1
520,SEA,2023-12-10,2023,16,28,92.0,0,5.89,9.94,30:45,122.1,Sun,13,14,@,SFO,L 16-28,16,28,-12,44,22,31,9,71.0,254,2,2,6.5,6.5,92.0,4,15,11.43,8.2,7.26,6.58,5.83,11.5,324,55,5.89,53,9.94,2,30:45,3:00,19,27,70.4,354,2,3,14,1,122.1,-103,-100,-203,0
521,SFO,2023-12-10,2023,28,16,122.1,0,9.94,5.89,29:15,90.0,Sun,13,14,,SEA,W 28-16,28,16,12,44,19,27,8,70.4,354,2,1,7.4,3.7,122.1,3,14,10.00,13.1,11.80,12.93,11.63,18.6,527,53,9.94,55,5.89,2,29:15,3:00,22,31,71.0,254,2,4,15,2,90.0,103,100,203,0
522,TAM,2023-12-10,2023,29,25,86.0,1,4.33,6.29,31:40,89.4,Sun,13,14,@,ATL,W 29-25,29,25,4,54,14,29,15,48.3,142,2,0,6.9,0.0,86.0,1,2,3.33,4.9,4.73,6.28,6.07,10.1,290,67,4.33,69,6.29,0,31:40,3:02,26,40,65.0,338,1,3,9,1,89.4,52,-196,-144,1
523,NWE,2023-12-07,2023,21,18,115.2,0,5.51,4.00,27:41,71.8,Thu,13,14,@,PIT,W 21-18,21,18,3,39,19,28,9,67.9,222,3,1,10.7,3.6,115.2,2,18,6.67,7.9,7.40,8.46,7.90,11.7,303,55,5.51,66,4.00,1,27:41,3:01,22,36,61.1,182,1,2,8,1,71.8,-1,40,39,0
524,PIT,2023-12-07,2023,18,21,72.7,0,4.00,5.51,32:19,112.5,Thu,13,14,,NWE,L 18-21,18,21,-3,39,22,36,14,61.1,182,1,1,2.8,2.8,72.7,2,8,5.26,5.1,4.79,4.36,4.13,8.3,264,66,4.00,55,5.51,1,32:19,3:01,19,28,67.9,222,3,2,18,1,112.5,1,-40,-39,0
525,CIN,2023-12-04,2023,34,31,101.6,-1,6.82,5.53,34:03,116.3,Mon,12,13,@,JAX,W 34-31 (OT),34,31,3,65,33,39,6,84.6,335,1,1,2.6,2.6,101.6,2,12,4.88,8.6,8.17,7.95,7.56,10.2,491,72,6.82,68,5.53,1,34:03,3:27,31,39,79.5,305,2,4,16,0,116.3,85,30,115,-1
526,JAX,2023-12-04,2023,31,34,118.1,1,5.53,6.82,34:12,100.3,Mon,12,13,,CIN,L 31-34 (OT),31,34,-3,65,31,39,8,79.5,305,2,0,5.1,0.0,118.1,4,16,9.30,7.8,7.09,8.85,8.02,9.8,376,68,5.53,72,6.82,0,34:12,3:27,33,39,84.6,335,1,2,12,1,100.3,-85,-30,-115,1
527,ATL,2023-12-03,2023,13,8,70.1,3,3.03,3.87,29:34,54.4,Sun,12,13,@,NYJ,W 13-8,13,8,5,21,12,27,15,44.4,104,1,0,3.7,0.0,70.1,3,17,10.00,3.9,3.47,4.59,4.13,8.7,194,64,3.03,67,3.87,0,29:34,3:20,19,38,50.0,197,0,4,17,1,54.4,28,-93,-65,3
528,CAR,2023-12-03,2023,18,21,52.9,0,4.09,5.55,33:42,67.3,Sun,12,13,@,TAM,L 18-21,18,21,-3,39,15,31,16,48.4,149,0,1,0.0,3.2,52.9,4,29,11.43,4.8,4.26,3.35,2.97,9.9,282,69,4.09,58,5.55,1,33:42,3:08,14,29,48.3,194,1,1,8,1,67.3,5,-45,-40,0
529,CLE,2023-12-03,2023,19,36,75.4,-1,4.74,6.44,34:03,110.1,Sun,12,13,@,LAR,L 19-36,19,36,-17,55,23,44,21,52.3,240,2,1,4.5,2.3,75.4,2,14,4.35,5.5,5.22,5.34,5.11,10.4,327,69,4.74,62,6.44,1,34:03,3:20,22,37,59.5,279,3,0,0,0,110.1,-33,-39,-72,-1
530,IND,2023-12-03,2023,31,28,100.5,0,5.22,4.70,29:03,78.3,Sun,12,13,@,TEN,W 31-28 (OT),31,28,3,59,26,42,16,61.9,300,2,0,4.8,0.0,100.5,3,12,6.67,7.1,6.67,8.10,7.56,11.5,355,68,5.22,81,4.70,2,29:03,3:34,16,33,48.5,204,1,6,20,0,78.3,-122,96,-26,0
531,ARI,2023-12-03,2023,24,10,89.9,1,4.48,5.47,29:17,98.8,Sun,13,13,@,PIT,W 24-10,24,10,14,34,13,23,10,56.5,132,1,0,4.3,0.0,89.9,2,13,8.00,5.7,5.28,6.61,6.08,10.2,282,63,4.48,58,5.47,0,29:17,4:18,18,27,66.7,187,1,0,0,0,98.8,20,-55,-35,1
532,DEN,2023-12-03,2023,17,22,53.2,-3,4.78,5.60,26:56,103.9,Sun,12,13,@,HOU,L 17-22,17,22,-5,39,15,26,11,57.7,164,1,3,3.8,11.5,53.2,3,22,10.34,6.3,5.66,1.88,1.69,10.9,282,59,4.78,63,5.60,3,26:56,3:09,17,28,60.7,264,1,5,28,0,103.9,29,-100,-71,-3
533,DET,2023-12-03,2023,33,28,117.6,2,6.20,5.40,27:50,89.6,Sun,12,13,@,NOR,W 33-28,33,28,5,61,16,25,9,64.0,205,2,0,8.0,0.0,117.6,1,8,3.85,8.2,7.88,9.80,9.42,12.8,347,56,6.20,67,5.40,0,27:50,3:09,19,29,65.5,249,1,2,18,1,89.6,29,-44,-15,2
534,GNB,2023-12-03,2023,27,19,118.6,1,6.06,5.52,30:32,76.5,Sun,12,13,,KAN,W 27-19,27,19,8,46,25,36,11,69.4,253,3,0,8.3,0.0,118.6,2,14,5.26,7.0,6.66,8.69,8.24,10.1,382,63,6.06,61,5.52,0,30:32,3:05,21,33,63.6,189,1,3,21,1,76.5,-19,64,45,1
535,HOU,2023-12-03,2023,22,17,108.0,3,5.60,4.78,33:04,49.7,Sun,12,13,,DEN,W 22-17,22,17,5,39,17,28,11,60.7,264,1,0,3.6,0.0,108.0,5,28,15.15,9.4,8.00,10.14,8.61,15.5,353,63,5.60,59,4.78,0,33:04,3:09,15,26,57.7,164,1,3,22,3,49.7,-29,100,71,3
536,KAN,2023-12-03,2023,19,27,79.1,-1,5.52,6.06,29:28,117.0,Sun,12,13,@,GNB,L 19-27,19,27,-8,46,21,33,12,63.6,189,1,1,3.0,3.0,79.1,3,21,8.33,5.7,5.25,4.97,4.56,9.0,337,61,5.52,63,6.06,1,29:28,3:05,25,36,69.4,253,3,2,14,0,117.0,19,-64,-45,-1
537,MIA,2023-12-03,2023,45,15,139.2,1,6.88,4.54,32:16,46.8,Sun,12,13,@,WAS,W 45-15,45,15,30,60,19,25,6,76.0,283,2,0,8.0,0.0,139.2,0,0,0.00,11.3,11.32,12.92,12.92,14.9,406,59,6.88,54,4.54,0,32:16,2:50,12,23,52.2,107,0,3,20,1,46.8,-15,176,161,1
538,NOR,2023-12-03,2023,28,33,92.2,-2,5.40,6.20,32:10,116.2,Sun,12,13,,DET,L 28-33,28,33,-5,61,19,29,10,65.5,249,1,1,3.4,3.4,92.2,2,18,6.45,8.6,8.03,7.72,7.23,13.1,362,67,5.40,56,6.20,2,32:10,3:09,16,25,64.0,205,2,1,8,0,116.2,-29,44,15,-2
539,NWE,2023-12-03,2023,0,6,68.9,-1,4.15,3.95,31:10,75.5,Sun,12,13,,LAC,L 0-6,0,6,-6,6,13,25,12,52.0,109,0,0,0.0,0.0,68.9,5,32,16.67,4.4,3.63,4.36,3.63,8.4,257,62,4.15,61,3.95,1,31:10,2:47,22,37,59.5,212,0,0,0,0,75.5,119,-103,16,-1
540,NYJ,2023-12-03,2023,8,13,56.3,-3,3.87,3.03,30:26,67.5,Sun,12,13,,ATL,L 8-13,8,13,-5,21,19,38,19,50.0,197,0,1,0.0,2.6,56.3,4,17,9.52,5.2,4.69,4.00,3.62,10.4,259,67,3.87,64,3.03,3,30:26,3:20,12,27,44.4,104,1,3,17,0,67.5,-28,93,65,-3
